"dec" "attr" "sinc" "intel" "fun" "amb" "shar"
"4412" 1 8 9 10 10 10 5
"4413" 1 7 7 10 10 7 3
"4414" 0 5 10 10 10 10 10
"4416" 5 5 8 6 7 8 5
"4418" 1 7 7 7 5 6 5
"4419" 0 8 6 6 5 5 3
"4420" 1 9 8 8 5 7 5
"4421" 0 6 5 5 5 8 5
"4422" 0 4 5 6 4 4 1
"4423" 0 1 3 5 2 3 1
"4425" 0 7 5 5 4 5 1
"4426" 1 8 9 9 9 6 8
"4428" 1 6 9 9 9 8 8
"4430" 0 3 4 6 4 4 4
"4431" 0 2 7 9 8 7 8
